  4.000000, -0.001020, -0.025330,  1.026110, -0.342410,  0.503540, -0.096630,  0.146960,  0.269670,  0.143930
 24.000000, -0.000870, -0.025910,  1.026090, -0.414920,  0.555910,  0.005370,  0.145440,  0.269670,  0.144430
 44.000000, -0.000760, -0.025860,  1.026150, -0.394780,  0.527710,  0.034890,  0.145440,  0.269670,  0.142410
 64.000000, -0.000640, -0.025850,  1.026170, -0.483400,  0.378660,  0.102000,  0.145440,  0.269670,  0.142410
 84.000000, -0.001070, -0.025390,  1.025800, -0.378660,  0.273930,  0.059050,  0.145440,  0.269670,  0.142410
104.000000, -0.000930, -0.026050,  1.026000, -0.326290,  0.281980, -0.136890,  0.145440,  0.269670,  0.142410
124.000000, -0.000640, -0.025910,  1.026000, -0.386720,  0.451170,  0.021470,  0.145440,  0.269670,  0.143930
144.000000, -0.000470, -0.025820,  1.025790, -0.261840,  0.362550,  0.075160,  0.145440,  0.270680,  0.144430
164.000000, -0.000560, -0.026080,  1.025800, -0.600220,  0.366580,  0.099310,  0.145440,  0.269670,  0.143930
184.000000, -0.000980, -0.025790,  1.025740, -0.342410,  0.402830, -0.201310,  0.145440,  0.269670,  0.144430
204.000000, -0.001010, -0.025670,  1.025760, -0.322270,  0.233640, -0.056370,  0.145440,  0.269670,  0.143930
224.000000, -0.000550, -0.025880,  1.025940, -0.503540,  0.201420,  0.096630,  0.145440,  0.269670,  0.144430
244.000000, -0.000900, -0.026280,  1.026350, -0.503540,  0.370610,  0.024160,  0.145440,  0.269670,  0.143930
264.000000, -0.001160, -0.026170,  1.025850, -0.459230,  0.318240,  0.056370,  0.145440,  0.269670,  0.144430
284.000000, -0.000920, -0.026340,  1.025890, -0.390750,  0.217530,  0.110050,  0.145440,  0.269670,  0.145440
304.000000, -0.000490, -0.025920,  1.025790, -0.398800,  0.116820,  0.144940,  0.145440,  0.269670,  0.142410
324.000000, -0.001070, -0.025970,  1.026030, -0.531740,  0.418950, -0.136890,  0.145440,  0.269670,  0.142410
344.000000, -0.000870, -0.025680,  1.026030, -0.539790,  0.314210, -0.034890,  0.146450,  0.269670,  0.142410
364.000000, -0.000630, -0.026060,  1.025860, -0.350460,  0.354490,  0.139570,  0.145440,  0.269670,  0.142410
384.000000, -0.000410, -0.026380,  1.025740, -0.181270,  0.382690,  0.220100,  0.145440,  0.269670,  0.141400
404.000000, -0.000520, -0.026580,  1.026060, -0.257810,  0.374630,  0.155680,  0.145440,  0.269670,  0.139380
424.000000, -0.000980, -0.025600,  1.026120, -0.366580,  0.535770,  0.093940,  0.145440,  0.270680,  0.141400
444.000000, -0.000690, -0.025790,  1.025800, -0.483400,  0.475340,  0.002680,  0.145440,  0.269670,  0.140900
464.000000, -0.000810, -0.025500,  1.026170, -0.261840,  0.294070,  0.118100,  0.145440,  0.270680,  0.142410
484.000000, -0.000690, -0.025960,  1.025600, -0.350460,  0.193360,  0.002680,  0.145440,  0.269670,  0.140900
504.000000, -0.000340, -0.026170,  1.025730, -0.471310,  0.451170,  0.029530,  0.145440,  0.269670,  0.142410
524.000000, -0.000550, -0.025920,  1.025300, -0.471310,  0.431030,  0.072470,  0.145440,  0.269670,  0.142410
544.000000, -0.000600, -0.026020,  1.025970, -0.515630,  0.165160,  0.158360,  0.145440,  0.269670,  0.142410
564.000000, -0.000820, -0.026170,  1.025880, -0.249760,  0.378660,  0.120790,  0.145440,  0.269670,  0.142410
584.000000, -0.000700, -0.026030,  1.025670, -0.511600,  0.273930, -0.010740,  0.145440,  0.269670,  0.142410
604.000000, -0.001020, -0.026110,  1.026140, -0.350460,  0.229610,  0.139570,  0.145440,  0.269670,  0.142410
624.000000, -0.000980, -0.025910,  1.025960, -0.217530,  0.362550,  0.112730,  0.145440,  0.269670,  0.142410
644.000000, -0.000840, -0.026310,  1.026290, -0.382690,  0.181270,  0.016100,  0.145440,  0.269670,  0.140900
664.000000, -0.000610, -0.026060,  1.026170, -0.499510,  0.600220,  0.093940,  0.145440,  0.269670,  0.141400
684.000000, -0.000820, -0.026060,  1.026120, -0.499510,  0.358520,  0.201310,  0.145440,  0.269670,  0.142410
704.000000, -0.000780, -0.025250,  1.025680, -0.519650,  0.366580,  0.064420,  0.145440,  0.269670,  0.142410
724.000000, -0.000730, -0.025820,  1.025910, -0.572020,  0.209470, -0.037580,  0.145440,  0.269670,  0.142410
744.000000, -0.001050, -0.025570,  1.026120, -0.374630,  0.253780,  0.177150,  0.145440,  0.269670,  0.142410
764.000000, -0.000690, -0.026020,  1.025860, -0.386720,  0.310180, -0.021470,  0.145440,  0.269670,  0.142410
784.000000, -0.000790, -0.025730,  1.026080, -0.467290,  0.169190, -0.075160,  0.145440,  0.269670,  0.142410
804.000000, -0.000460, -0.025910,  1.026440, -0.495480,  0.290040,  0.042950,  0.145440,  0.269670,  0.142410
824.000000, -0.000790, -0.025790,  1.026120, -0.584110,  0.100710, -0.051000,  0.145440,  0.269670,  0.142410
844.000000, -0.001140, -0.025680,  1.025890, -0.733150,  0.205440, -0.016100,  0.145440,  0.269670,  0.142410
864.000000, -0.001330, -0.025190,  1.026090, -0.479370,  0.342410,  0.067100,  0.145440,  0.269670,  0.142410
884.000000, -0.000600, -0.026340,  1.025830, -0.314210,  0.286010, -0.008050,  0.145440,  0.269670,  0.142410
904.000000, -0.000890, -0.026090,  1.025960, -0.201420,  0.273930, -0.077840,  0.145440,  0.270680,  0.142410
924.000000, -0.001390, -0.025830,  1.025910, -0.499510,  0.233640,  0.163730,  0.145440,  0.269670,  0.142410
944.000000, -0.000850, -0.026280,  1.026000, -0.439090,  0.354490,  0.102000,  0.145440,  0.270680,  0.142410
964.000000, -0.000960, -0.025770,  1.026170, -0.519650,  0.382690, -0.161050,  0.145440,  0.269670,  0.142410
984.000000, -0.000380, -0.026050,  1.026020, -0.390750,  0.338380, -0.045630,  0.145440,  0.269670,  0.142410
1004.000000, -0.000990, -0.025710,  1.025960, -0.281980,  0.116820, -0.013420,  0.145440,  0.269670,  0.142410
1024.000000, -0.000600, -0.026280,  1.025570, -0.431030,  0.076540, -0.008050,  0.145440,  0.269670,  0.142410
1044.000000, -0.000600, -0.025860,  1.025700, -0.499510,  0.229610, -0.056370,  0.145440,  0.269670,  0.142410
1064.000000, -0.000670, -0.026280,  1.025500, -0.346440,  0.213500,  0.029530,  0.145440,  0.269670,  0.142410
1084.000000, -0.001100, -0.026060,  1.025740, -0.471310,  0.342410,  0.147630,  0.145440,  0.269670,  0.142410
